clone, divRt, movRt, livePop, historicPop, rA, hA, generations, seed, nInitCell, w, h, 
fast_0, 0.15, 0.2, 0, 1, 0.9999999999999999, 0.39999999999999997, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 2, 0.9999999999999999, 0.39999999999999997, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 0.9999999999999999, 0.39999999999999997, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 0.9999999999999999, 0.39999999999999997, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 6, 0.9999999999999999, 0.39999999999999997, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.0, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.0, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.0, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.0, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.0999999999999999, 0.0, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.0, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.0, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.0, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.0, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.0999999999999999, 0.0, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.05, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.05, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.05, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.05, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 7, 1.0999999999999999, 0.05, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.05, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.05, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.05, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.05, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 7, 1.0999999999999999, 0.05, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.1, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.1, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.1, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.1, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.0999999999999999, 0.1, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.1, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.1, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.1, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.1, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.0999999999999999, 0.1, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.15000000000000002, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.15000000000000002, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.15000000000000002, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.15000000000000002, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 4, 1.0999999999999999, 0.15000000000000002, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.15000000000000002, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.15000000000000002, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.15000000000000002, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.15000000000000002, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 4, 1.0999999999999999, 0.15000000000000002, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.2, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.2, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.2, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.2, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.0999999999999999, 0.2, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.2, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.2, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.2, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.2, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.0999999999999999, 0.2, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.25, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.25, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.25, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.25, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 6, 1.0999999999999999, 0.25, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.25, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.25, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.25, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.25, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 6, 1.0999999999999999, 0.25, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.3, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.3, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.3, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.3, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 6, 1.0999999999999999, 0.3, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.3, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.3, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.3, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.3, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 6, 1.0999999999999999, 0.3, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.35, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.35, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.35, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.35, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.0999999999999999, 0.35, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.35, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.35, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.35, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.35, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.0999999999999999, 0.35, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.39999999999999997, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.39999999999999997, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.39999999999999997, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.39999999999999997, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.0999999999999999, 0.39999999999999997, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.39999999999999997, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.39999999999999997, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.0999999999999999, 0.39999999999999997, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.0999999999999999, 0.39999999999999997, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.0999999999999999, 0.39999999999999997, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 2, 1.2, 0.0, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.2, 0.0, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.2, 0.0, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.2, 0.0, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 6, 1.2, 0.0, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 2, 1.2, 0.0, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.2, 0.0, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.2, 0.0, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.2, 0.0, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 6, 1.2, 0.0, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.2, 0.05, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 2, 1.2, 0.05, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.2, 0.05, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.2, 0.05, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.2, 0.05, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.2, 0.05, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 2, 1.2, 0.05, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.2, 0.05, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.2, 0.05, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.2, 0.05, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 2, 1.2, 0.1, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 3, 1.2, 0.1, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.2, 0.1, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.2, 0.1, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 7, 1.2, 0.1, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 2, 1.2, 0.1, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 3, 1.2, 0.1, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.2, 0.1, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.2, 0.1, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 7, 1.2, 0.1, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.2, 0.15000000000000002, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 2, 1.2, 0.15000000000000002, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.2, 0.15000000000000002, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.2, 0.15000000000000002, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 7, 1.2, 0.15000000000000002, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.2, 0.15000000000000002, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 2, 1.2, 0.15000000000000002, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.2, 0.15000000000000002, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.2, 0.15000000000000002, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 7, 1.2, 0.15000000000000002, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.2, 0.2, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.2, 0.2, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.2, 0.2, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.2, 0.2, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.2, 0.2, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.2, 0.2, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.2, 0.2, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.2, 0.2, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.2, 0.2, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.2, 0.2, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.2, 0.25, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 3, 1.2, 0.25, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 3, 1.2, 0.25, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.2, 0.25, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 9, 1.2, 0.25, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.2, 0.25, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 3, 1.2, 0.25, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 3, 1.2, 0.25, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.2, 0.25, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 9, 1.2, 0.25, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 2, 1.2, 0.3, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.2, 0.3, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.2, 0.3, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.2, 0.3, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 6, 1.2, 0.3, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 2, 1.2, 0.3, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.2, 0.3, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.2, 0.3, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.2, 0.3, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 6, 1.2, 0.3, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.2, 0.35, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 2, 1.2, 0.35, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.2, 0.35, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.2, 0.35, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 6, 1.2, 0.35, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.2, 0.35, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 2, 1.2, 0.35, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.2, 0.35, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.2, 0.35, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 6, 1.2, 0.35, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 2, 1.2, 0.39999999999999997, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 3, 1.2, 0.39999999999999997, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 4, 1.2, 0.39999999999999997, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.2, 0.39999999999999997, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 10, 1.2, 0.39999999999999997, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 2, 1.2, 0.39999999999999997, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 3, 1.2, 0.39999999999999997, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 4, 1.2, 0.39999999999999997, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.2, 0.39999999999999997, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 10, 1.2, 0.39999999999999997, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.3, 0.0, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 2, 1.3, 0.0, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.3, 0.0, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.3, 0.0, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 7, 1.3, 0.0, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.3, 0.0, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 2, 1.3, 0.0, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.3, 0.0, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.3, 0.0, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 7, 1.3, 0.0, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 2, 1.3, 0.05, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.3, 0.05, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.3, 0.05, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 3, 1.3, 0.05, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 8, 1.3, 0.05, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 2, 1.3, 0.05, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.3, 0.05, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.3, 0.05, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 3, 1.3, 0.05, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 8, 1.3, 0.05, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.3, 0.1, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.3, 0.1, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.3, 0.1, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 3, 1.3, 0.1, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 6, 1.3, 0.1, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.3, 0.1, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.3, 0.1, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.3, 0.1, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 3, 1.3, 0.1, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 6, 1.3, 0.1, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.3, 0.15000000000000002, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 2, 1.3, 0.15000000000000002, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 3, 1.3, 0.15000000000000002, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.3, 0.15000000000000002, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 7, 1.3, 0.15000000000000002, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.3, 0.15000000000000002, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 2, 1.3, 0.15000000000000002, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 3, 1.3, 0.15000000000000002, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.3, 0.15000000000000002, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 7, 1.3, 0.15000000000000002, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.3, 0.2, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 3, 1.3, 0.2, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.3, 0.2, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.3, 0.2, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 7, 1.3, 0.2, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.3, 0.2, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 3, 1.3, 0.2, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.3, 0.2, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.3, 0.2, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 7, 1.3, 0.2, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 2, 1.3, 0.25, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.3, 0.25, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.3, 0.25, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.3, 0.25, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 6, 1.3, 0.25, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 2, 1.3, 0.25, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.3, 0.25, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.3, 0.25, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 2, 1.3, 0.25, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 6, 1.3, 0.25, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.3, 0.3, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 2, 1.3, 0.3, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.3, 0.3, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.3, 0.3, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.3, 0.3, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.3, 0.3, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 2, 1.3, 0.3, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.3, 0.3, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.3, 0.3, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.3, 0.3, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.3, 0.35, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 2, 1.3, 0.35, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.3, 0.35, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.3, 0.35, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.3, 0.35, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.3, 0.35, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 2, 1.3, 0.35, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 1, 1.3, 0.35, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.3, 0.35, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.3, 0.35, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.3, 0.39999999999999997, 100, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.3, 0.39999999999999997, 100, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.3, 0.39999999999999997, 100, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.3, 0.39999999999999997, 100, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.3, 0.39999999999999997, 100, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 1, 1.3, 0.39999999999999997, 200, 562248, 4, 50, 50, 
fast_1, 0.15, 0.2, 0, 1, 1.3, 0.39999999999999997, 200, 562248, 4, 50, 50, 
fast_2, 0.15, 0.2, 0, 2, 1.3, 0.39999999999999997, 200, 562248, 4, 50, 50, 
fast_3, 0.15, 0.2, 0, 1, 1.3, 0.39999999999999997, 200, 562248, 4, 50, 50, 
all, -1, -1, 0, 5, 1.3, 0.39999999999999997, 200, 562248, 4, 50, 50, 
fast_0, 0.15, 0.2, 0, 4, 1.4000000000000001, 0.0, 100, 562248, 4, 50, 50, 
